NEWID	clustersID
15493	1 2 3 4 5 6 7 8 9 10 11 12 13 
15494	1 2 3 4 5 6 7 8 9 10 11 12 13 
15495	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15496	1 2 3 4 5 6 7 8 9 10 11 12 13 
15497	1 2 3 4 5 6 7 8 9 10 11 12 13 
15498	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15499	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15500	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15501	1 2 3 4 5 6 7 8 9 10 11 12 13 
15503	1 2 3 4 5 6 7 8 9 10 11 12 
15504	1 2 3 4 5 6 7 8 9 10 11 12 13 
15505	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15506	1 2 3 4 5 6 7 8 9 10 11 
15507	1 2 3 4 5 6 7 8 9 10 11 12 13 
15508	1 2 3 4 5 6 7 8 9 10 11 12 13 
15509	1 2 3 4 5 6 7 8 9 10 11 12 
15510	1 2 3 4 5 6 7 8 9 10 11 12 13 
15511	1 2 3 4 5 6 7 8 9 10 11 
15512	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15513	1 2 3 4 5 6 7 8 9 10 11 12 
15514	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15515	1 2 3 4 5 6 7 8 9 10 11 12 13 
15516	1 2 3 4 5 6 7 8 9 10 11 12 13 
15517	1 2 3 4 5 6 7 8 9 10 11 12 
15518	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15519	1 2 3 4 5 6 7 8 9 10 11 12 13 
15520	1 2 3 4 5 6 7 8 9 10 11 12 
15521	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15523	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15524	1 2 3 4 5 6 7 8 9 10 
15525	1 2 3 4 5 6 7 8 9 10 11 12 
15526	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15527	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15528	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15529	1 2 3 4 5 6 7 8 9 10 11 12 13 
15530	1 2 3 4 5 6 7 8 9 10 11 12 13 
15531	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
15532	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15533	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15534	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15536	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15537	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15538	1 2 3 4 5 6 7 8 9 10 11 
15539	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15540	1 2 3 4 5 6 7 8 9 10 11 12 13 
15541	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15543	1 2 3 4 5 6 7 8 9 10 11 12 
15545	1 2 3 4 5 6 7 8 9 10 11 
15546	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15547	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
15548	1 2 3 4 5 6 7 8 9 10 11 12 
15549	1 2 3 4 5 6 7 8 9 10 11 
15550	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15551	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15552	1 2 3 4 5 6 7 8 9 10 11 
15553	1 2 3 4 5 6 7 8 9 10 
15554	1 2 3 4 5 6 7 8 9 10 11 
15555	1 2 3 4 5 6 7 8 9 10 11 12 13 
15556	1 2 3 4 5 6 7 8 9 10 11 12 13 
15557	1 2 3 4 5 6 7 8 9 10 11 12 
15558	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15559	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15560	1 2 3 4 5 6 7 8 9 10 11 12 13 
15561	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15562	1 2 3 4 5 6 7 8 9 10 11 12 
15563	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15564	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15565	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15567	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15568	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15569	1 2 3 4 5 6 7 8 9 10 11 
15570	1 2 3 4 5 6 7 8 9 10 11 12 13 
15571	1 2 3 4 5 6 7 8 9 10 11 
15572	1 2 3 4 5 6 7 8 9 10 11 12 
15573	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15574	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15575	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15576	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15577	1 2 3 4 5 6 7 8 9 10 11 12 13 
15578	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15579	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15580	1 2 3 4 5 6 7 8 9 10 11 12 13 
15581	1 2 3 4 5 6 7 8 9 10 11 12 
15582	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15584	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15585	1 2 3 4 5 6 7 8 9 10 
15586	1 2 3 4 5 6 7 8 9 10 11 
15587	1 2 3 4 5 6 7 8 9 10 11 
15588	1 2 3 4 5 6 7 8 9 10 
15589	1 2 3 4 5 6 7 8 9 
15590	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15591	1 2 3 4 5 6 7 8 9 10 
15592	1 2 3 4 5 6 7 8 9 10 
15593	1 2 3 4 5 6 7 8 9 10 11 12 13 
15594	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15595	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15596	1 2 3 4 5 6 7 8 9 10 11 12 
15597	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15598	1 2 3 4 5 6 7 8 9 10 11 12 
15599	1 2 3 4 5 6 7 8 9 10 11 12 13 
15600	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15601	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15602	1 2 3 4 5 6 7 8 9 10 11 12 
15604	1 2 3 4 5 6 7 8 9 10 11 12 
15605	1 2 3 4 5 6 7 8 9 10 11 
15607	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15609	1 2 3 4 5 6 7 8 9 10 
15610	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
15611	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15612	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15613	1 2 3 4 5 6 7 8 9 10 11 12 13 
15614	1 2 3 4 5 6 7 8 9 10 11 
15615	1 2 3 4 5 6 7 8 9 10 
15616	1 2 3 4 5 6 7 8 9 10 11 12 
15617	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15618	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15619	1 2 3 4 5 6 7 8 9 10 11 
15620	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15621	1 2 3 4 5 6 7 8 9 10 11 12 13 
15622	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15623	1 2 3 4 5 6 7 8 9 10 11 12 13 
15624	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15625	1 2 3 4 5 6 7 8 9 10 11 12 13 
15626	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15627	1 2 3 4 5 6 7 8 9 10 
15628	1 2 3 4 5 6 7 8 9 10 11 12 13 
15629	1 2 3 4 5 6 7 8 9 10 11 
15630	1 2 3 4 5 6 7 8 9 10 
15631	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15632	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15633	1 2 3 4 5 6 7 8 9 10 11 12 13 
15635	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15636	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15637	1 2 3 4 5 6 7 8 9 10 11 12 13 
15638	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15639	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15640	1 2 3 4 5 6 7 8 9 10 11 12 13 
15641	1 2 3 4 5 6 7 8 9 10 11 
15642	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15643	1 2 3 4 5 6 7 8 9 10 11 12 13 
15644	1 2 3 4 5 6 7 8 9 10 11 
15645	1 2 3 4 5 6 7 8 9 10 11 12 
15650	1 2 3 4 5 6 7 8 9 10 11 12 
15652	1 2 3 4 5 6 7 8 9 10 11 12 13 
15653	1 2 3 4 5 6 7 8 9 10 11 12 
15655	1 2 3 4 5 6 7 8 9 10 11 12 13 
15656	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15657	1 2 3 4 5 6 7 8 9 10 11 12 13 
15658	1 2 3 4 5 6 7 8 9 10 11 12 
15659	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15660	1 2 3 4 5 6 7 8 9 10 11 12 13 
15661	1 2 3 4 5 6 7 8 9 10 11 12 
15662	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15663	1 2 3 4 5 6 7 8 9 10 11 12 
15664	1 2 3 4 5 6 7 8 9 10 11 
15665	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15666	1 2 3 4 5 6 7 8 9 10 11 12 13 
15667	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15668	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15669	1 2 3 4 5 6 7 8 9 10 11 12 13 
15670	1 2 3 4 5 6 7 8 9 10 
15671	1 2 3 4 5 6 7 8 9 10 11 12 13 
15672	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15673	1 2 3 4 5 6 7 8 9 10 11 12 13 
15674	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15675	1 2 3 4 5 6 7 8 9 10 11 12 
15676	1 2 3 4 5 6 7 8 9 10 11 12 13 
15678	1 2 3 4 5 6 7 8 9 10 11 
15679	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
15680	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15681	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15682	1 2 3 4 5 6 7 8 9 10 11 12 13 
15683	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15684	1 2 3 4 5 6 7 8 9 10 11 12 
15685	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15686	1 2 3 4 5 6 7 8 9 10 11 12 
15687	1 2 3 4 5 6 7 8 9 10 11 12 13 
15688	1 2 3 4 5 6 7 8 9 10 11 12 
15689	1 2 3 4 5 6 7 8 9 10 11 12 
15691	1 2 3 4 5 6 7 8 9 10 11 
15692	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15693	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15694	1 2 3 4 5 6 7 8 9 10 11 12 
15695	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15696	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15697	1 2 3 4 5 6 7 8 9 10 11 12 13 
15698	1 2 3 4 5 6 7 8 9 10 
15699	1 2 3 4 5 6 7 8 9 10 11 
15700	1 2 3 4 5 6 7 8 9 10 11 
15701	1 2 3 4 5 6 7 8 9 10 11 12 13 
15702	1 2 3 4 5 6 7 8 9 10 11 12 
15703	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15704	1 2 3 4 5 6 7 8 9 10 11 12 13 
15705	1 2 3 4 5 6 7 8 9 10 11 
15706	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15707	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15708	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15709	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15710	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15711	1 2 3 4 5 6 7 8 9 10 11 12 
15712	1 2 3 4 5 6 7 8 9 10 11 
15713	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15714	1 2 3 4 5 6 7 8 9 10 11 
15715	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15716	1 2 3 4 5 6 7 8 9 10 11 
15717	1 2 3 4 5 6 7 8 9 10 11 12 13 
15718	1 2 3 4 5 6 7 8 9 10 11 12 
15719	1 2 3 4 5 6 7 8 9 10 11 12 
15720	1 2 3 4 5 6 7 8 9 10 11 12 13 
15721	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15722	1 2 3 4 5 6 7 8 9 10 11 12 13 
15723	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15724	1 2 3 4 5 6 7 8 9 10 11 
15725	1 2 3 4 5 6 7 8 9 10 11 
15726	1 2 3 4 5 6 7 8 9 10 11 12 13 
15727	1 2 3 4 5 6 7 8 9 10 11 12 
15728	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15729	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15730	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15731	1 2 3 4 5 6 7 8 9 10 11 12 
15732	1 2 3 4 5 6 7 8 9 10 11 12 13 
15733	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15734	1 2 3 4 5 6 7 8 9 10 11 12 
15735	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15736	1 2 3 4 5 6 7 8 9 10 11 12 13 
15737	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15738	1 2 3 4 5 6 7 8 9 10 11 12 13 
15739	1 2 3 4 5 6 7 8 9 10 11 12 
15740	1 2 3 4 5 6 7 8 9 10 11 12 
15741	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15742	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15743	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15744	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15745	1 2 3 4 5 6 7 8 9 10 11 12 
15746	1 2 3 4 5 6 7 8 9 10 11 12 13 
15747	1 2 3 4 5 6 7 8 9 10 11 12 
15748	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15750	1 2 3 4 5 6 7 8 9 10 11 12 13 
15751	1 2 3 4 5 6 7 8 9 10 11 
15752	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15753	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15754	1 2 3 4 5 6 7 8 9 10 11 12 
15755	1 2 3 4 5 6 7 8 9 10 11 12 
15756	1 2 3 4 5 6 7 8 9 10 11 12 13 
15757	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15758	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15759	1 2 3 4 5 6 7 8 9 10 11 12 
15760	1 2 3 4 5 6 7 8 9 10 11 12 
15761	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15762	1 2 3 4 5 6 7 8 9 10 11 
15763	1 2 3 4 5 6 7 8 9 10 11 
15764	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15765	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15766	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15767	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15768	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15769	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15770	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15771	1 2 3 4 5 6 7 8 9 10 11 12 13 
15772	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15773	1 2 3 4 5 6 7 8 9 10 11 
15774	1 2 3 4 5 6 7 8 9 10 11 12 
15775	1 2 3 4 5 6 7 8 9 10 11 12 
15776	1 2 3 4 5 6 7 8 9 10 11 12 
15777	1 2 3 4 5 6 7 8 9 10 11 12 13 
15778	1 2 3 4 5 6 7 8 9 10 11 12 13 
15779	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15780	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15781	1 2 3 4 5 6 7 8 9 10 11 12 13 
15782	1 2 3 4 5 6 7 8 9 10 11 12 13 
15783	1 2 3 4 5 6 7 8 9 10 
15784	1 2 3 4 5 6 7 8 9 10 
15785	1 2 3 4 5 6 7 8 9 10 11 
15786	1 2 3 4 5 6 7 8 9 10 11 12 
15787	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15788	1 2 3 4 5 6 7 8 9 10 11 12 
15789	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15790	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15791	1 2 3 4 5 6 7 8 9 10 11 12 13 
15792	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15793	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15794	1 2 3 4 5 6 7 8 9 10 11 12 
15795	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15796	1 2 3 4 5 6 7 8 9 10 
15797	1 2 3 4 5 6 7 8 9 10 11 
15798	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15799	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15800	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15801	1 2 3 4 5 6 7 8 9 10 11 
15802	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15803	1 2 3 4 5 6 7 8 9 10 11 12 
15804	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15806	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15807	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15808	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15809	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15810	1 2 3 4 5 6 7 8 9 10 11 12 13 
15811	1 2 3 4 5 6 7 8 9 10 11 12 13 
15812	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15813	1 2 3 4 5 6 7 8 9 10 11 12 
15814	1 2 3 4 5 6 7 8 9 10 11 12 
15815	1 2 3 4 5 6 7 8 9 10 11 12 
15816	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15817	1 2 3 4 5 6 7 8 9 10 11 12 13 
15818	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15819	1 2 3 4 5 6 7 8 9 10 11 
15820	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15821	1 2 3 4 5 6 7 8 9 10 11 12 
15822	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15823	1 2 3 4 5 6 7 8 9 10 11 12 
15824	1 2 3 4 5 6 7 8 9 10 11 12 13 
15825	1 2 3 4 5 6 7 8 9 10 
15826	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15827	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15828	1 2 3 4 5 6 7 8 9 10 11 12 13 
15829	1 2 3 4 5 6 7 8 9 10 
15830	1 2 3 4 5 6 7 8 9 10 11 12 13 
15831	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15832	1 2 3 4 5 6 7 8 9 10 11 12 13 
15833	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15834	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
15835	1 2 3 4 5 6 7 8 9 10 11 
15836	1 2 3 4 5 6 7 8 9 10 11 12 13 
15837	1 2 3 4 5 6 7 8 9 10 11 12 
15838	1 2 3 4 5 6 7 8 9 10 11 12 13 
15840	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15841	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15843	1 2 3 4 5 6 7 8 9 10 11 12 
15848	1 2 3 4 5 6 7 8 9 10 11 12 13 
15849	1 2 3 4 5 6 7 8 9 10 11 12 13 
15850	1 2 3 4 5 6 7 8 9 10 11 
15851	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15853	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15854	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15855	1 2 3 4 5 6 7 8 9 10 11 12 
15856	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15857	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15858	1 2 3 4 5 6 7 8 9 10 11 12 13 
15859	1 2 3 4 5 6 7 8 9 10 11 12 13 
15860	1 2 3 4 5 6 7 8 9 10 11 12 
15861	1 2 3 4 5 6 7 8 9 10 11 
15862	1 2 3 4 5 6 7 8 9 10 11 12 13 
15863	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15864	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 
15865	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15866	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15868	1 2 3 4 5 6 7 8 9 10 11 12 13 
15869	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15870	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15871	1 2 3 4 5 6 7 8 9 10 11 12 13 
15872	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15873	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15874	1 2 3 4 5 6 7 8 9 10 11 12 13 
15875	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15876	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15877	1 2 3 4 5 6 7 8 9 10 11 12 13 
15878	1 2 3 4 5 6 7 8 9 10 11 
15879	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15880	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15881	1 2 3 4 5 6 7 8 9 10 11 12 13 
15882	1 2 3 4 5 6 7 8 9 10 11 12 13 
15883	1 2 3 4 5 6 7 8 9 10 11 
15884	1 2 3 4 5 6 7 8 9 10 11 12 13 
15885	1 2 3 4 5 6 7 8 9 10 11 12 13 
15886	1 2 3 4 5 6 7 8 9 10 11 12 13 
15887	1 2 3 4 5 6 7 8 9 10 11 
15888	1 2 3 4 5 6 7 8 9 10 11 12 
15889	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15890	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15891	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15892	1 2 3 4 5 6 7 8 9 10 11 12 
15893	1 2 3 4 5 6 7 8 9 10 11 12 13 
15894	1 2 3 4 5 6 7 8 9 10 11 12 
15896	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15897	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15898	1 2 3 4 5 6 7 8 9 10 11 12 13 
15899	1 2 3 4 5 6 7 8 9 10 11 12 13 
15900	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15901	1 2 3 4 5 6 7 8 9 10 11 12 13 
15902	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15905	1 2 3 4 5 6 7 8 9 10 11 12 13 
15906	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15907	1 2 3 4 5 6 7 8 9 10 11 12 13 
15908	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15909	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15910	1 2 3 4 5 6 7 8 9 10 11 12 13 
15911	1 2 3 4 5 6 7 8 9 10 11 12 13 
15912	1 2 3 4 5 6 7 8 9 10 11 
15913	1 2 3 4 5 6 7 8 9 10 11 12 13 
15914	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15915	1 2 3 4 5 6 7 8 9 10 11 
15916	1 2 3 4 5 6 7 8 9 10 11 12 13 
15917	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15918	1 2 3 4 5 6 7 8 9 10 11 
15919	1 2 3 4 5 6 7 8 9 10 11 12 13 
15920	1 2 3 4 5 6 7 8 9 10 11 12 
15921	1 2 3 4 5 6 7 8 9 10 11 12 13 
15922	1 2 3 4 5 6 7 8 9 10 11 12 
15923	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15924	1 2 3 4 5 6 7 8 9 10 11 12 
15925	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15927	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15928	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15929	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15930	1 2 3 4 5 6 7 8 9 10 11 12 13 
15931	1 2 3 4 5 6 7 8 9 10 11 12 13 
15932	1 2 3 4 5 6 7 8 9 10 11 12 
15933	1 2 3 4 5 6 7 8 9 10 11 12 
15934	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15935	1 2 3 4 5 6 7 8 9 10 11 
15936	1 2 3 4 5 6 7 8 9 10 11 12 13 
15939	1 2 3 4 5 6 7 8 9 10 11 12 13 
15940	1 2 3 4 5 6 7 8 9 10 11 
15941	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15942	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15943	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15944	1 2 3 4 5 6 7 8 9 10 11 12 
15945	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15946	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15947	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
15949	1 2 3 4 5 6 7 8 9 10 
15950	1 2 3 4 5 6 7 8 9 10 11 
15951	1 2 3 4 5 6 7 8 9 10 11 12 
15952	1 2 3 4 5 6 7 8 9 10 11 12 
15953	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15954	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15955	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15956	1 2 3 4 5 6 7 8 9 10 11 12 
15957	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15958	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
15959	1 2 3 4 5 6 7 8 9 10 11 12 
15960	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 
15961	1 2 3 4 5 6 7 8 9 10 11 12 
15962	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15963	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15964	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15965	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15966	1 2 3 4 5 6 7 8 9 10 11 12 13 
15967	1 2 3 4 5 6 7 8 9 10 11 12 
15968	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15969	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15970	1 2 3 4 5 6 7 8 9 10 11 
15971	1 2 3 4 5 6 7 8 9 10 11 
15972	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15973	1 2 3 4 5 6 7 8 9 10 11 12 13 
15974	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15975	1 2 3 4 5 6 7 8 9 10 
15979	1 2 3 4 5 6 7 8 9 10 11 12 
15980	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 
15981	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15982	1 2 3 4 5 6 7 8 9 10 11 12 
15983	1 2 3 4 5 6 7 8 9 10 11 12 13 
15984	1 2 3 4 5 6 7 8 9 10 11 12 13 14 
15985	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 
15986	1 2 3 4 5 6 7 8 9 10 
15987	1 2 3 4 5 6 7 8 9 10 11 12 
15988	1 2 3 4 5 6 7 8 9 10 11 12 
15989	1 2 3 4 5 6 7 8 9 10 11 12 13 
